Price,Area,Location,No. of Bedrooms,New/Resale,Gymnasium,Lift Available,Car Parking,Maintenance Staff,24x7 Security,Children's Play Area,Clubhouse,Intercom,Landscaped Gardens,Indoor Games,Gas Connection,Jogging Track,Swimming Pool
4600000,600,Chembur,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0
8000000,1000,Chembur,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0
10600000,1070,Chembur,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0
11500000,1182,Chembur,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0
10500000,911,Chembur,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0
12700000,1125,Chembur,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0
9900000,1025,Chembur,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0
3800000,555,Chembur,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0
3600000,600,Chembur,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0
3700000,550,Chembur,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0
3000000,600,Chembur,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0
7600000,950,Chembur,3,0,1,1,1,1,1,0,0,0,0,0,0,0,0
33000000,1472,Chembur,3,0,1,1,1,0,1,1,1,1,0,0,0,1,1
2100000,370,Chembur,1,0,0,0,1,1,1,1,0,0,1,0,0,0,0
8000000,715,Chembur,1,0,1,1,1,1,1,1,1,0,1,0,0,0,1
21000000,1771,Chembur,3,0,1,1,1,1,1,1,1,0,1,0,0,0,1
25500000,1650,Chembur,3,1,0,1,1,0,1,0,0,0,1,0,1,0,1
16000000,1650,Chembur,3,0,0,1,1,0,0,0,0,0,0,0,1,0,0
112500000,1340,Chembur,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0
5500000,690,Chembur,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0
13000000,816,Chembur,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0
8000000,810,Chembur,2,0,1,1,1,0,1,0,0,0,0,0,0,0,0
8500000,1000,Chembur,2,0,1,1,1,0,1,0,0,0,0,0,0,0,0
14500000,1250,Chembur,2,0,1,1,1,0,0,0,0,0,1,0,0,0,1
6990000,473,Chembur,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
8500000,1000,Chembur,2,0,1,1,1,0,0,0,0,0,0,0,0,0,1
14000000,1016,Chembur,2,0,1,1,1,0,1,0,0,0,1,0,0,0,1
10000000,785,Chembur,2,0,1,1,1,0,0,0,0,0,1,0,0,0,1
13000000,1290,Chembur,2,0,1,1,1,0,1,0,0,0,1,0,0,0,1
11500000,1227,Chembur,2,0,1,1,1,0,1,0,0,0,1,0,0,0,1
17500000,1630,Chembur,3,0,0,0,1,0,1,0,0,0,1,0,0,0,1
14000000,1200,Chembur,2,0,0,1,1,0,1,0,0,0,1,0,0,0,0
14000000,1200,Chembur,2,0,1,1,1,0,0,0,0,0,0,0,0,0,1
19000000,1500,Chembur,3,0,1,0,1,0,1,0,0,0,1,0,0,0,1
85000000,2000,Chembur,3,0,0,1,1,1,1,0,0,0,0,0,0,0,0
8200000,525,Chembur,1,0,1,1,1,0,1,0,1,0,0,0,0,1,1
12000000,540,Chembur,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0
2800000,525,Chembur,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0
29000000,1350,Chembur,3,0,1,1,1,1,1,0,1,0,1,0,1,0,0
11000000,1131,Chembur,2,0,1,1,1,1,1,0,1,0,0,0,0,0,1
9500000,1400,Chembur,3,0,1,1,1,1,1,0,1,0,0,0,0,0,0
6500000,800,Chembur,2,0,1,1,1,1,1,0,1,0,0,0,0,0,0
3700000,500,Chembur,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0
10500000,900,Chembur,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0
12000000,1050,Chembur,2,0,1,1,1,0,1,0,1,0,1,0,0,0,0
8500000,1225,Chembur,3,0,1,1,1,1,1,0,1,0,1,0,0,0,1
18000000,1100,Chembur,2,0,1,1,1,1,1,0,1,0,1,0,0,0,1
25000000,1400,Chembur,3,0,0,1,1,1,1,0,0,0,1,0,0,0,0
14000000,1000,Chembur,2,0,1,1,1,1,1,0,1,0,1,0,0,0,1
30000000,1480,Chembur,3,0,0,1,1,1,1,0,1,0,1,0,0,0,0
9500000,1150,Chembur,2,0,1,1,1,1,1,0,1,1,1,0,1,1,1
9900000,1150,Chembur,2,1,1,1,1,0,1,0,1,1,0,0,0,1,1
18500000,1700,Chembur,3,0,1,1,1,1,1,1,1,1,1,0,0,1,1
8200000,1015,Chembur,2,0,0,1,1,1,1,0,0,1,1,0,0,0,0
9300000,1150,Chembur,2,0,1,1,1,1,1,0,1,1,0,0,0,1,1
5800000,750,Chembur,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1
14200000,1800,Chembur,3,0,1,1,1,1,1,1,1,1,1,1,0,1,1
15500000,1605,Chembur,3,0,1,1,1,1,1,1,1,1,1,1,0,1,1
7900000,1040,Chembur,2,0,1,1,1,1,1,1,0,1,1,0,1,1,0
10500000,1580,Chembur,3,0,1,1,1,1,1,1,0,1,1,0,0,1,0
11000000,1255,Chembur,2,0,1,1,1,1,1,1,1,1,1,1,0,1,1
5300000,660,Chembur,1,0,1,1,1,1,1,0,1,1,1,0,0,1,1
10100000,1580,Chembur,3,0,1,1,1,1,1,1,0,1,1,0,0,1,0
10000000,1100,Chembur,2,0,1,1,1,0,1,1,0,0,0,0,0,1,1
13000000,1150,Chembur,2,0,1,1,1,0,1,1,1,0,1,1,0,1,1
11399999,1133,Chembur,2,1,1,0,0,0,1,1,1,1,1,1,0,1,1
31500000,1423,Chembur,3,1,1,1,1,0,1,0,1,1,1,0,1,1,1
23300000,1500,Chembur,3,1,0,1,0,0,0,0,0,0,0,0,0,0,1
110000000,3300,Chembur,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0
10000000,440,Chembur,1,1,1,1,1,1,1,0,1,0,0,0,0,1,1
3500000,475,Chembur,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9200000,750,Chembur,1,1,1,1,1,0,1,0,1,0,0,1,0,1,1
29000000,1050,Chembur,3,0,1,1,1,1,1,0,0,0,0,0,0,0,0
56000000,2200,Chembur,3,0,0,1,1,1,1,0,0,0,1,0,0,0,0
15500000,600,Chembur,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
8000000,640,Chembur,1,0,1,1,1,0,1,1,1,1,1,1,0,1,1
7200000,657,Chembur,1,0,1,1,1,0,1,1,1,0,1,0,0,1,1
7500000,550,Chembur,1,0,1,1,1,0,1,1,1,1,1,0,0,1,1
18000000,1309,Chembur,3,1,1,0,1,0,1,1,0,1,1,1,0,1,0
16200000,1850,Chembur,3,0,1,1,1,1,1,0,0,0,0,0,0,0,0
15500000,680,Chembur,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0
15000000,880,Chembur,2,0,1,1,1,1,1,0,0,0,0,0,0,0,0
14000000,690,Chembur,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0
13500000,950,Chembur,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0
23000000,925,Chembur,3,0,0,1,1,0,1,0,0,0,0,0,1,0,0
7500000,650,Chembur,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0
9000000,990,Chembur,2,0,1,0,1,1,1,0,0,0,0,0,0,0,0
6500000,610,Chembur,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8000000,806,Chembur,2,0,1,0,1,1,0,0,1,0,0,0,0,0,0
19000000,1050,Chembur,2,0,1,0,1,1,1,0,0,0,0,0,0,0,0
11100000,655,Chembur,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0
52500000,1144,Chembur,3,0,0,0,1,1,1,0,0,0,0,0,0,0,0
9500000,1200,Chembur,2,0,0,1,1,1,1,0,1,0,0,0,0,0,0
13500000,1050,Chembur,2,0,0,1,1,1,1,0,1,0,0,0,0,0,0
18000000,1335,Chembur,2,0,0,1,1,1,1,0,1,0,0,0,0,0,0
12600000,1150,Chembur,2,0,0,1,1,1,1,0,1,0,0,0,0,0,0
38000000,2120,Chembur,3,0,0,1,1,1,1,0,1,0,0,0,0,0,0
12600000,1150,Chembur,2,0,0,1,1,1,1,0,1,0,0,0,0,0,0
25000000,1950,Chembur,3,0,0,1,1,1,1,0,1,0,0,0,0,0,0
17100000,1150,Chembur,2,0,0,1,1,1,1,0,1,0,0,0,0,0,0
17100000,1100,Chembur,2,0,0,1,1,1,1,0,1,0,0,0,0,0,0
92500000,2670,Chembur,5,0,1,1,1,0,1,1,1,0,0,1,0,1,1
7500000,560,Chembur,1,0,1,1,0,1,1,0,0,0,1,0,0,0,1
16500000,1166,Chembur,2,1,1,1,1,1,1,0,1,0,1,0,0,0,1
5500000,600,Chembur,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0
5500000,580,Chembur,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0
5600000,630,Chembur,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0
6000000,620,Chembur,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0
9500000,1056,Chembur,2,0,1,1,1,1,1,0,1,0,0,0,0,0,0
18000000,675,Chembur,2,0,1,1,1,1,1,0,0,0,0,0,0,0,0
28000000,730,Chembur,2,0,1,1,1,1,1,0,0,0,0,0,0,0,0
70000000,2000,Chembur,6,0,1,1,1,1,1,0,1,0,0,0,0,0,0
17500000,650,Chembur,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0
6200000,400,Chembur,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0
9500000,1000,Chembur,2,0,0,1,1,1,1,0,1,0,0,0,0,0,1
12200000,675,Chembur,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0
12400000,674,Chembur,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0
28400000,1733,Chembur,3,0,0,0,1,1,1,0,0,0,0,0,0,0,0
12400000,673,Chembur,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0
12100000,690,Chembur,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0
28400000,1733,Chembur,4,0,0,0,1,1,1,0,0,0,0,0,0,0,0
14000000,1530,Chembur,3,0,1,1,1,0,1,0,0,0,0,0,0,0,0
13200000,768,Chembur,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0
6656000,488,Chembur,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0
9750000,711,Chembur,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0
5300000,560,Chembur,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0
50000000,7000,Chembur,6,0,0,0,1,1,1,0,0,0,0,0,0,0,0
13200000,768,Chembur,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0
6656000,488,Chembur,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0
7000000,448,Chembur,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0
15000000,971,Chembur,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0
9250000,770,Chembur,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0
20099999,1145,Chembur,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0
16500000,1250,Chembur,3,0,0,0,1,1,1,0,0,0,0,0,0,0,0
9500000,1005,Chembur,2,1,1,1,1,0,1,1,1,1,1,1,0,1,1
7500000,757,Chembur,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1
9500000,1005,Chembur,2,1,1,1,1,0,1,1,1,1,1,1,0,1,1
7500000,757,Chembur,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1
12000000,957,Chembur,2,1,1,1,1,1,1,1,1,1,1,1,0,1,1
37500000,2195,Chembur,3,1,1,1,1,0,1,1,1,1,1,1,0,1,1
41500000,2195,Chembur,3,1,1,1,1,0,1,1,1,0,1,1,0,1,1
48000000,3230,Chembur,4,1,1,1,1,0,1,1,1,0,1,1,0,1,1
10000000,750,Chembur,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0
8500000,750,Chembur,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0
16000000,750,Chembur,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0
8500000,585,Chembur,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
10500000,750,Chembur,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0
11000000,750,Chembur,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0
24500000,1650,Chembur,3,0,1,1,1,0,1,0,1,0,0,0,1,1,1
11299999,900,Chembur,2,0,1,1,1,0,1,0,1,0,0,0,0,1,0
13200000,935,Dadar,2,0,1,1,1,1,1,0,1,1,1,0,0,1,1
4700000,885,Dadar,2,0,1,1,1,1,1,0,0,0,0,0,0,0,0
28500000,997,Dahisar,2,1,0,1,1,0,1,0,0,0,1,0,0,0,0
10000000,546,Dahisar,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0
5900000,1015,Dahisar,2,1,1,1,1,1,1,1,1,1,1,0,0,1,0
4800000,600,Dahisar,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0
55000000,1950,Dahisar,3,1,1,1,1,1,1,1,1,1,1,1,0,1,1
2300000,480,Dahisar,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0
13600000,600,Dahisar,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0
5200000,534,Dahisar,2,0,0,1,1,1,1,0,0,0,0,0,0,0,0
21000000,730,Dahisar,2,0,0,1,1,1,1,0,0,0,0,0,0,0,0
3300000,342,Dahisar,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0
5545000,902,Dahisar,2,0,1,1,1,0,1,0,0,0,1,0,0,0,1
5556000,902,Dahisar,2,0,1,1,1,1,1,0,0,0,1,0,0,0,1
7311000,1149,Dahisar,3,0,1,1,1,0,1,0,1,0,1,0,0,0,1
24000000,1250,Dahisar,3,0,0,1,1,1,1,0,0,0,0,0,0,0,0
11399999,448,Dahisar,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0
7300000,1149,Dahisar,3,0,1,1,0,0,1,0,1,0,1,0,0,0,1
6000000,935,Dahisar,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4500000,650,Dahisar,2,0,0,0,1,0,1,1,0,0,1,0,0,0,0
6200000,655,Dahisar,1,0,1,1,1,0,1,1,1,1,1,0,0,1,1
4500000,645,Dahisar,1,0,1,1,1,0,1,1,1,0,0,0,1,1,1
21000000,1280,Dahisar,2,0,1,1,1,1,1,1,1,1,0,0,0,1,1
21500000,1280,Dahisar,2,0,1,1,1,1,1,1,1,1,0,0,0,1,1
4400000,665,Dahisar,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2399000,620,Dahisar,1,1,0,1,1,0,1,0,0,0,0,0,1,0,0
2650000,600,Dahisar,1,1,0,1,1,0,1,0,0,0,1,0,1,0,0
3700000,440,Dahisar,1,1,0,1,1,0,1,0,0,0,1,0,1,0,0
2100000,245,Dahisar,1,1,0,1,1,0,1,0,0,0,1,0,1,0,0
12500000,745,Dahisar,2,0,1,1,1,1,1,1,1,1,1,0,1,1,1
4500000,457,Dahisar,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0
2200000,400,Dahisar,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0
3300000,612,Dahisar,2,0,0,1,1,1,0,0,0,0,1,0,0,0,0
15000000,800,Dahisar,2,1,0,1,1,0,1,0,0,0,0,0,0,0,0
12500000,878,Dahisar,1,1,1,1,1,0,1,1,1,0,1,0,0,1,1
14000000,1077,Dahisar,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0
33000000,1650,Dahisar,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2300000,690,Dahisar,1,0,1,1,1,1,1,1,1,0,1,0,0,1,1
29000000,1960,Dahisar,3,0,1,1,1,1,1,1,1,1,1,1,0,1,1
8500000,1000,Dahisar,2,1,1,1,1,0,1,1,1,1,1,0,0,1,0
6000000,575,Dahisar,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0
60000000,2500,Dahisar,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1
33000000,1800,Dahisar,3,0,1,1,1,0,1,1,0,1,1,0,1,0,1
35000000,1835,Dahisar,3,0,1,1,1,0,1,1,0,1,1,0,1,0,1
33000000,1667,Dahisar,3,0,1,1,1,1,1,1,1,1,1,1,1,1,1
24500000,1300,Dahisar,3,0,0,1,1,1,1,1,0,1,0,1,0,1,0
3467000,530,Dahisar,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0
14000000,800,Dahisar,2,0,1,1,1,1,1,0,1,1,1,0,1,1,1
7000000,780,Dahisar,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6400000,400,Dahisar,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1
6000000,650,Dahisar,1,1,1,1,1,0,1,0,0,0,0,0,0,1,1
9000000,550,Dahisar,2,0,0,1,1,0,1,0,0,0,0,0,1,0,0
6370000,800,Dahisar,2,0,0,1,1,0,0,0,0,0,1,0,0,0,0
3310000,780,Dahisar,2,1,0,1,1,0,1,1,0,0,1,0,0,0,0
2770000,655,Dahisar,2,1,0,1,1,0,1,1,0,0,1,0,0,0,0
2670000,630,Dahisar,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2110000,495,Dahisar,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0
23000000,1265,Dahisar,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1
25000000,850,Dahisar,2,0,0,1,1,0,1,0,0,0,0,0,1,0,0
14000000,900,Dahisar,2,0,0,1,1,0,1,0,0,0,0,0,0,1,0
4600000,885,Dahisar,2,0,0,1,1,1,0,0,0,0,0,0,0,0,0
2900000,700,Dahisar,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0
24800000,958,Dahisar,2,0,0,1,1,1,1,0,0,0,0,0,0,0,0
3700000,425,Dahisar,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0
2000000,400,Dahisar,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0
2200000,450,Dahisar,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0
200000000,3000,Dahisar,4,0,1,1,1,1,1,1,1,1,1,1,1,1,1
4600000,545,Dahisar,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1
3000000,340,Dahisar,1,0,1,1,1,0,1,0,0,0,1,0,0,0,0
2000000,540,Dahisar,1,0,0,0,1,1,1,1,0,0,1,1,0,0,0
2400000,560,Dahisar,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
6300000,750,Dahisar,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0
7600000,550,Dahisar,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2600000,360,Dahisar,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3800000,340,Dahisar,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
10500000,1190,Dahisar,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0
13500000,1235,Dahisar,2,0,1,1,1,1,1,1,1,1,1,1,0,1,1
21000000,1129,Dahisar,2,0,1,1,1,0,1,1,1,0,1,1,1,1,1
16500000,839,Dahisar,2,0,1,1,1,0,1,1,1,0,1,1,1,1,1
10000000,600,Dahisar,1,0,1,1,1,0,1,0,0,0,1,0,1,0,0
11000000,600,Dahisar,1,0,1,1,1,0,1,0,1,0,0,0,1,1,1
8100000,846,Dahisar,2,1,1,1,0,0,1,1,1,0,0,0,1,1,0
65300000,3025,Dahisar,4,1,1,1,1,1,1,1,1,1,1,1,0,1,1
38700000,1295,Dahisar,3,1,1,1,1,1,1,1,1,0,1,0,1,1,1
51500000,3465,Dahisar,4,1,1,1,1,1,1,1,1,1,1,1,0,1,1
6500000,566,Dahisar,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0
22000000,1527,Dahisar,3,1,1,1,1,0,1,1,1,0,1,1,0,1,1
17500000,1188,Dahisar,2,1,1,1,1,0,1,1,1,0,1,1,0,1,1
17500000,1188,Dahisar,2,0,1,1,1,0,0,1,1,0,1,1,0,1,1
12600000,1012,Dahisar,2,1,1,1,1,0,1,1,1,0,1,1,0,1,1
32000000,1950,Dahisar,3,1,1,1,1,1,1,1,1,1,1,1,0,1,1
8000000,670,Dahisar,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1
16000000,1944,Dahisar,4,1,1,1,1,0,1,1,1,0,1,1,1,1,1
8000000,972,Dahisar,2,1,1,1,1,0,1,1,1,1,1,1,1,1,1
16000000,1944,Dahisar,4,1,1,1,1,0,1,1,1,1,1,1,1,1,1
8100000,972,Dahisar,2,1,1,0,0,1,0,1,1,1,0,1,1,1,1
10200000,1050,Dahisar,2,0,1,1,1,1,1,0,1,1,1,1,1,1,1
13500000,1235,Dahisar,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1
14200000,1440,Dahisar,3,0,1,1,1,1,1,1,1,1,1,0,0,1,1
5300000,612,Dahisar,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0
5500000,676,Dahisar,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1
5500000,650,Dahisar,1,0,0,1,1,1,1,0,0,1,1,0,0,1,0
16000000,1600,Dahisar,3,0,1,1,1,1,1,1,1,1,1,1,0,1,1
4300000,650,Dahisar,1,0,1,1,1,1,1,1,1,0,1,0,0,0,1
7500000,850,Dattapada,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0
7500000,1085,Dattapada,2,0,0,1,1,1,1,1,0,1,0,0,0,0,0
30000000,2950,Dattapada,4,0,1,1,1,1,1,1,0,1,1,0,0,0,1
5500000,560,Dattapada,1,0,1,1,1,1,1,1,1,0,1,0,0,1,1
8000000,1050,Dattapada,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0
6000000,700,Dattapada,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1
4500000,650,Dattapada,1,0,1,1,1,1,1,0,1,1,1,0,0,1,0
5500000,649,Dattapada,1,0,0,1,1,1,1,0,0,1,1,0,0,1,0
5500000,660,Dattapada,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1
14800000,1600,Dattapada,3,1,1,1,1,1,1,0,1,1,1,1,0,1,1
11800000,1150,Dattapada,2,0,1,1,1,0,1,1,1,0,1,0,0,1,1
13600000,1760,Dattapada,3,0,1,1,1,1,1,1,1,0,0,0,0,1,1
5700000,650,Dattapada,1,0,0,1,1,1,1,0,0,1,1,0,0,1,0
6500000,750,Dattapada,1,0,1,1,1,0,1,1,1,0,0,1,0,1,1
4200000,630,Dattapada,1,0,1,1,1,1,1,0,1,0,0,0,0,1,0
4800000,540,Dattapada,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1
30000000,2355,Dattapada,4,0,1,1,1,0,1,1,1,0,0,1,0,1,1
21000000,2250,Dattapada,4,0,1,1,1,1,1,1,1,1,1,0,0,1,1
5300000,687,Dattapada,1,1,0,1,0,0,1,1,0,0,1,0,0,1,0
11200000,725,Dombivli,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0
6000000,2700,Dombivli,4,0,1,1,1,1,1,0,0,0,0,0,0,0,0
16800000,1180,Dombivli,2,0,0,0,0,1,1,1,0,0,0,0,1,1,1
16500000,1180,Dombivli,2,0,0,0,0,1,1,1,0,0,0,0,1,1,1
18000000,1180,Dombivli,2,0,0,0,0,1,1,1,0,0,0,0,1,1,1
21900000,1412,Dombivli,3,0,0,0,0,1,1,1,0,0,0,0,1,1,1
3200000,410,Dombivli,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0
23500000,1300,Dombivli,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0
7500000,495,Dombivli,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
15000000,1450,Dombivli,3,0,1,1,1,1,1,0,0,0,0,0,0,0,0
220000000,7600,Dombivli,5,0,1,1,0,0,0,1,1,1,0,0,1,0,1
3500000,550,Dombivli,1,0,0,1,1,0,1,1,0,0,1,0,0,1,0
12500000,880,Dombivli,2,0,1,1,1,0,0,1,1,1,0,0,0,1,1
16800000,922,Dombivli,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1
17500000,1050,Dombivli,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
16500000,1020,Dombivli,1,0,1,1,1,0,1,0,1,1,1,0,0,1,1
14800000,915,Dombivli,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1
15000000,915,Dombivli,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1
18000000,1020,Dombivli,2,1,1,1,1,0,1,1,1,1,1,1,1,1,1
4500000,620,Dombivli,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
16000000,1515,Dombivli,3,0,1,1,1,0,1,1,1,1,1,1,0,1,1
7600000,1055,Dombivli,2,0,1,0,1,1,1,0,0,0,0,0,0,0,0
28000000,4000,Dombivli,5,0,0,1,0,1,1,1,0,1,0,0,0,0,0
11100000,1245,Dombivli,2,0,0,1,1,1,1,0,0,0,0,0,0,0,0
10500000,1165,Dombivli,2,0,0,1,1,1,1,0,0,0,0,0,0,0,0
11299999,750,Dombivli,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0
8600000,608,Dombivli,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0
8600000,550,Dombivli,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0
16000000,890,Dombivli,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0
21000000,620,Dombivli,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0
24000000,1000,Dombivli,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0
8725000,1135,Dombivli,2,0,1,1,1,1,1,0,0,0,0,0,0,0,1
31500000,1010,Dombivli,2,0,1,0,0,0,0,0,1,0,1,0,0,0,1
42500000,1200,Dombivli,2,0,1,1,0,0,1,1,1,1,1,1,0,1,1
4700000,1005,Dombivli,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0
4500000,980,Dombivli,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0
3200000,680,Dombivli,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0
3500000,710,Dombivli,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0
3300000,690,Dombivli,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0
4000000,715,Dombivli,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0
3500000,700,Dombivli,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0
3350000,670,Dombivli,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0
2650000,560,Dombivli,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0
2300000,445,Dombivli,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0
2600000,560,Dombivli,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0
5700000,1060,Dombivli,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0
5800000,1064,Dombivli,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0
6000000,1070,Dombivli,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0
5200000,995,Dombivli,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0
4900000,985,Dombivli,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0
3800000,675,Dronagiri,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0
4000000,665,Dronagiri,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0
3700000,680,Dronagiri,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0
2300000,575,Dronagiri,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0
3500000,975,Dronagiri,2,0,1,1,1,1,1,0,0,0,0,0,0,0,0
3720000,930,Dronagiri,2,0,1,1,1,1,1,0,0,0,0,0,0,0,0
4200000,750,Dronagiri,2,0,1,1,1,1,1,0,0,0,0,0,0,0,0
